Date,GW
03/19/2020,62.3018
03/20/2020,63.283
03/21/2020,61.5169
03/22/2020,61.6332
03/23/2020,63.5721
03/24/2020,61.9932
03/25/2020,60.9427
03/26/2020,61.0811
03/27/2020,62.3135
03/28/2020,61.4909
03/29/2020,60.448
03/30/2020,62.948
03/31/2020,63.4303
04/01/2020,65.014
04/02/2020,64.5408
04/03/2020,62.7903
04/04/2020,60.7825
04/05/2020,58.6228
04/06/2020,63.1633
04/07/2020,65.3456
04/08/2020,65.4957
04/09/2020,59.6278
04/10/2020,56.9903
04/11/2020,59.1077
04/12/2020,59.8775
04/13/2020,62.7715
04/14/2020,62.1412
04/15/2020,64.3939
04/16/2020,66.0755
04/17/2020,65.7586
04/18/2020,64.6213
04/19/2020,62.6888
04/20/2020,68.4224
04/21/2020,70.0343
04/22/2020,71.1962
04/23/2020,70.9742
04/24/2020,70.4203
04/25/2020,68.54735
04/26/2020,65.3006
04/27/2020,68.6755
04/28/2020,69.3175
04/29/2020,68.8108
04/30/2020,69.7999
05/01/2020,66.3903
05/02/2020,67.7243
05/03/2020,64.5583
05/04/2020,73.2556
05/05/2020,75.8251
05/06/2020,77.9821
05/07/2020,78.8161
05/08/2020,78.4994
05/09/2020,75.8602
05/10/2020,71.169
05/11/2020,77.0325
05/12/2020,78.6613
05/13/2020,78.976
05/14/2020,76.5032
05/15/2020,64.7676
05/16/2020,64.2144
05/17/2020,67.6811
05/18/2020,78.0539
05/19/2020,78.4403
05/20/2020,80.6401
05/21/2020,82.4871
05/22/2020,82.3541
05/23/2020,75.9033
05/24/2020,70.6813
05/25/2020,72.8612
05/26/2020,79.0978
05/27/2020,79.1253
05/28/2020,78.3917
05/29/2020,78.662
05/30/2020,75.7587
05/31/2020,72.1798
06/01/2020,82.1988
06/02/2020,85.0753
06/03/2020,86.3134
06/04/2020,87.4959
06/05/2020,87.8082
06/06/2020,82.1299
06/07/2020,76.979
06/08/2020,85.2516
06/09/2020,85.3234
06/10/2020,81.9036
06/11/2020,78.0812
06/12/2020,68.4188
06/13/2020,72.0676
06/14/2020,70.3901
06/15/2020,78.6807
06/16/2020,82.6383
06/17/2020,84.6153
06/18/2020,86.3446
06/19/2020,81.6058
06/20/2020,75.0991
06/21/2020,71.7914
06/22/2020,84.2091
06/23/2020,85.9013
06/24/2020,83.9664
06/25/2020,83.8205
06/26/2020,82.8078
06/27/2020,76.6309
06/28/2020,67.6283
06/29/2020,77.3915
06/30/2020,80.0127
07/01/2020,80.9488
07/02/2020,82.7743
07/03/2020,82.5974
07/04/2020,73.5323
07/05/2020,69.1005
07/06/2020,80.0273
07/07/2020,81.8834
07/08/2020,81.4549
07/09/2020,82.4107
07/10/2020,81.9907
07/11/2020,75.0099
07/12/2020,69.7409
07/13/2020,72.8725
07/14/2020,76.9112
07/15/2020,80.0821
07/16/2020,80.7805
07/17/2020,82.738
07/18/2020,78.0529
07/19/2020,71.9555
07/20/2020,79.2465
07/21/2020,79.3933
07/22/2020,76.7558
07/23/2020,80.2009
07/24/2020,79.2891
07/25/2020,75.0864
07/26/2020,68.4171
07/27/2020,78.5067
07/28/2020,77.2727
07/29/2020,72.7052
07/30/2020,72.7259
07/31/2020,67.011
08/01/2020,65.2299
08/02/2020,61.4488
08/03/2020,74.1714
08/04/2020,74.9172
08/05/2020,75.4825
08/06/2020,73.5944
08/07/2020,70.5999
08/08/2020,64.7034
08/09/2020,59.9421
08/10/2020,68.2747
08/11/2020,72.6906
08/12/2020,72.7302
08/13/2020,73.5252
08/14/2020,72.5388
08/15/2020,66.9058
08/16/2020,61.4337
08/17/2020,70.2501
08/18/2020,72.6284
08/19/2020,71.0334
08/20/2020,69.7924
08/21/2020,65.0049
08/22/2020,68.5794
08/23/2020,66.8362
08/24/2020,77.9148
08/25/2020,80.8787
08/26/2020,80.6982
08/27/2020,80.3794
08/28/2020,79.4873
08/29/2020,72.3652
08/30/2020,66.5592
08/31/2020,67.5503
09/01/2020,75.7556
09/02/2020,77.9365
09/03/2020,79.9193
09/04/2020,81.3349
09/05/2020,77.9653
09/06/2020,72.2075
09/07/2020,79.9035
09/08/2020,79.7713
09/09/2020,80.2204
09/10/2020,79.0168
09/11/2020,75.9847
09/12/2020,70.4049
09/13/2020,66.2892
09/14/2020,77.0698
09/15/2020,74.9769
09/16/2020,74.647
09/17/2020,72.7252
09/18/2020,74.2682
09/19/2020,69.7417
09/20/2020,66.2882
09/21/2020,77.4757
09/22/2020,78.4508
09/23/2020,76.3437
09/24/2020,76.1311
09/25/2020,74.6003
09/26/2020,71.756
09/27/2020,70.2022
09/28/2020,77.9947
09/29/2020,77.4858
09/30/2020,79.2907
10/01/2020,79.0442
10/02/2020,76.827
10/03/2020,72.4329
10/04/2020,67.8837
10/05/2020,76.4006
10/06/2020,77.7727
10/07/2020,75.385
10/08/2020,72.2995
10/09/2020,71.0086
10/10/2020,69.378
10/11/2020,59.2573
10/12/2020,68.4229
10/13/2020,72.6774
10/14/2020,67.8401
10/15/2020,69.0967
10/16/2020,73.0841
10/17/2020,66.5373
10/18/2020,61.4249
10/19/2020,71.6962
10/20/2020,69.2399
10/21/2020,70.6313
10/22/2020,73.4375
10/23/2020,75.0577
10/24/2020,68.1592
10/25/2020,61.4946
10/26/2020,65.8618
10/27/2020,70.8228
10/28/2020,74.0134
10/29/2020,72.1677
10/30/2020,73.4469
10/31/2020,70.2436
11/01/2020,50.1961
11/02/2020,56.63234286
11/03/2020,72.06575714
11/04/2020,70.9684
11/05/2020,71.4719
11/06/2020,73.0746
11/07/2020,66.8417
11/08/2020,61.5518
11/09/2020,71.518
11/10/2020,72.2607
11/11/2020,68.0919
11/12/2020,38.882425
11/13/2020,64.2985
11/14/2020,66.4619
11/15/2020,62.2815
11/16/2020,70.5259
11/17/2020,72.7167
11/18/2020,73.9183
11/19/2020,73.9153
11/20/2020,73.1752
11/21/2020,70.5205
11/22/2020,62.9059
11/23/2020,70.4239
11/24/2020,71.2048
11/25/2020,70.612
11/26/2020,71.3966
11/27/2020,70.5373
11/28/2020,67.3515
11/29/2020,60.1132
11/30/2020,60.8273
12/01/2020,67.9667
12/02/2020,71.0975
12/03/2020,73.6878
12/04/2020,70.6708
12/05/2020,67.3027
12/06/2020,64.7667
12/07/2020,69.8585
12/08/2020,66.8749
12/09/2020,72.5693
12/10/2020,69.4661
12/11/2020,72.5534
12/12/2020,69.1581
12/13/2020,63.8102
12/14/2020,73.5937
12/15/2020,74.1336
12/16/2020,74.0194
12/17/2020,71.4566
12/18/2020,70.5431
12/19/2020,63.3127
12/20/2020,58.5787
12/21/2020,66.9727
12/22/2020,67.5287
12/23/2020,68.2667
12/24/2020,59.171
12/25/2020,54.9164
12/26/2020,59.2237
12/27/2020,54.854
12/28/2020,63.4474
12/29/2020,67.691
12/30/2020,60.8024
12/31/2020,52.5259
01/01/2021,47.0716
01/02/2021,52.5067
01/03/2021,52.7017
01/04/2021,64.1299
01/05/2021,66.4263
01/06/2021,67.1435
01/07/2021,66.8775
01/08/2021,65.9353
01/09/2021,60.6859
01/10/2021,54.4455
01/11/2021,61.7875
01/12/2021,62.8981
01/13/2021,63.2871
01/14/2021,65.8474
01/15/2021,67.1397
01/16/2021,61.5642
01/17/2021,57.8924
01/18/2021,65.3339
01/19/2021,66.9649
01/20/2021,66.4331
01/21/2021,69.1642
01/22/2021,70.7266
01/23/2021,67.1067
01/24/2021,60.6874
01/25/2021,70.3922
01/26/2021,70.1995
01/27/2021,69.4105
01/28/2021,68.1466
01/29/2021,64.4966
01/30/2021,58.0159
01/31/2021,53.8785
02/01/2021,63.6981
02/02/2021,66.0568
02/03/2021,67.8196
02/04/2021,68.5364
02/05/2021,69.2187
02/06/2021,64.9127
02/07/2021,61.1845
02/08/2021,70.7452
02/09/2021,68.9163
02/10/2021,68.3161
02/11/2021,70.6723
02/12/2021,67.04
02/13/2021,61.7463
02/14/2021,60.1325
02/15/2021,69.1853
02/16/2021,69.097
02/17/2021,69.3466
02/18/2021,69.3497
02/19/2021,65.771
02/20/2021,59.0723
02/21/2021,55.6718
02/22/2021,64.268
02/23/2021,69.3871
02/24/2021,72.2168
02/25/2021,66.232
02/26/2021,72.7085
02/27/2021,69.7299
02/28/2021,64.1488
03/01/2021,74.8419
03/02/2021,76.2324
03/03/2021,76.3644
03/04/2021,75.3184
03/05/2021,75.5305
03/06/2021,69.9137
03/07/2021,64.0919
03/08/2021,73.2808
03/09/2021,73.6227
03/10/2021,73.8852
03/11/2021,74.8449
03/12/2021,72.9109
03/13/2021,67.7496
03/14/2021,61.6517
03/15/2021,72.3692
03/16/2021,76.5109
03/17/2021,80.1981
03/18/2021,81.841
03/19/2021,79.4447
03/20/2021,74.6538
03/21/2021,67.9378
03/22/2021,76.3346
03/23/2021,73.1048
03/24/2021,72.3092
03/25/2021,72.5562
03/26/2021,72.4418
03/27/2021,69.5183
03/28/2021,65.007
03/29/2021,70.581
03/30/2021,72.2286
03/31/2021,67.4398
04/01/2021,64.2429
04/02/2021,57.2133
04/03/2021,58.3566
04/04/2021,58.5061
04/05/2021,68.4191
04/06/2021,74.0307
04/07/2021,71.8732
04/08/2021,71.7465
04/09/2021,66.3691
04/10/2021,66.3121
04/11/2021,63.2323
04/12/2021,74.0108
04/13/2021,76.2378
04/14/2021,77.8087
04/15/2021,78.0419
04/16/2021,77.9746
04/17/2021,72.5157
04/18/2021,66.8679
04/19/2021,77.8569
04/20/2021,78.5926
04/21/2021,79.4827
04/22/2021,81.0422
04/23/2021,80.369
04/24/2021,74.0123
04/25/2021,69.4514
04/26/2021,74.7433
04/27/2021,73.9165
04/28/2021,75.5943
04/29/2021,78.4968
04/30/2021,80.7664
